Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
The Kitchen,"Andhra, Biryani, Mughlai, Chinese, Seafood, North Indian",800," JP Nagar, Bangalore",3.7,15,4.1,366,https://www.zomato.com/bangalore/the-kitchen-jp-nagar-bangalore,"2, 7th Phase, Near Brigade Millennium, JP Nagar, Bangalore",9.18198E+11,12.89214305,77.58157175
Food Star,"North Indian, Chinese, Mughlai, Rolls",500," Kammanahalli, Bangalore",3.7,8,,17,https://www.zomato.com/bangalore/food-star-1-kammanahalli,"60-1, Neharu Road, Opposite ABH Bank, Kammanahalli Extension, Saint Thomas Town Post, Kammanahalli, Bangalore",9.1974E+11,13.01461168,77.63491988
Gurukrupa Paratha House,"North Indian, Chinese, Mughlai",500," Old Airport Road, Bangalore",3.7,322,4.1,19400,https://www.zomato.com/bangalore/gurukrupa-paratha-house-airport-road,"144, Ramaiah Street, Near Diamond District & Anjaneya Tech Park, HAL, Old Airport Road, Bangalore",9.19986E+11,12.95986104,77.64473643
Tawa Ghar Ka,North Indian,350," HSR, Bangalore",3.7,190,3.9,6426,https://www.zomato.com/bangalore/tawa-ghar-ka-hsr,"L149/A, 1st Floor, 5th Main, Sector 6, HSR, Bangalore",9.1726E+11,12.91533735,77.63217263
Nandighosha,"Bengali, Seafood, North Indian, Biryani, Odia",700," Marathahalli, Bangalore",3.7,222,3.5,7393,https://www.zomato.com/bangalore/nandighosha-marathahalli,"Near Innovative Multiplex, Tulasi Theatre Main Road, Marathahalli, Bangalore",9.18971E+11,12.95156508,77.69798465
Shagun Sweets & Foods,"Mithai, North Indian, Street Food, Chinese",400," BTM, Bangalore",3.7,192,3.9,1811,https://www.zomato.com/bangalore/shagun-sweets-foods-btm-bangalore,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",9.18042E+11,12.91397266,77.6061894
Food Zone,"North Indian, Chinese, Konkan, Seafood, Rolls, Mughlai",400," Basaveshwara Nagar, Bangalore",3.7,164,3.9,5640,https://www.zomato.com/bangalore/food-zone-basaveshwara-nagar,"44, Kuvempu Complex, Havanur Circle, 2nd Cross, 3rd Stage, Basaveshwara Nagar, Bangalore",9.18041E+11,12.98830046,77.53812265
Food Zone,"North Indian, Chinese, Konkan, Seafood, Rolls, Mughlai",400," Basaveshwara Nagar, Bangalore",3.7,164,3.9,5640,https://www.zomato.com/bangalore/food-zone-basaveshwara-nagar,"44, Kuvempu Complex, Havanur Circle, 2nd Cross, 3rd Stage, Basaveshwara Nagar, Bangalore",9.18041E+11,12.98830046,77.53812265
Kaapi Kuteera,"South Indian, Beverages",100," Kanakapura Road, Bangalore",3.7,92,3.5,6998,https://www.zomato.com/bangalore/kaapi-kuteera-kanakapura-road-bangalore,"7th Cross, Konankunte Cross, Vashanathapura Main Road, Vallabha Nagar, Kanakapura Road, Bangalore",9.19743E+11,12.89122205,77.56011643
Dragon Chilly,"Chinese, North Indian, Biryani",500," Rajarajeshwari Nagar, Bangalore",3.7,69,3.9,3470,https://www.zomato.com/bangalore/dragon-chilly-rajarajeshwari-nagar-bangalore,"Global Village, Tech Park Back Gate, Rajarajeshwari Nagar, Bangalore",9.19191E+11,12.9166161,77.49984853
Meat And Eat,"Burger, Rolls, Fast Food, Beverages",500," JP Nagar, Bangalore",3.7,100,4,1147,https://www.zomato.com/bangalore/meat-and-eat-jp-nagar,"11, 24 Main Road, Ayodya Nagar, 5 Phase, JP Nagar, Bangalore",9.18145E+11,12.89910889,77.58589715
Nammura Donne Biriyani,"Biryani, South Indian",400," Basavanagudi, Bangalore",3.7,77,3.7,2108,https://www.zomato.com/bangalore/nammura-donne-biriyani-basavanagudi,"84/1, South End Road, Basavanagudi, Bangalore",9.18749E+11,12.93689242,77.57581137
Chick Inn,Fast Food,350," Rajajinagar, Bangalore",3.7,77,3.9,1007,https://www.zomato.com/bangalore/chick-inn-rajajinagar,"1868, 1st Main Road, 2nd Stage, Near Kuvempu Metro Station, Rajajinagar, Bangalore",9.19887E+11,12.99796989,77.55551342
Ramji Chaiwale,"Fast Food, Sandwich, Street Food, Tea, Beverages",250," Old Airport Road, Bangalore",3.7,135,3.8,849,https://www.zomato.com/bangalore/ramji-chaiwale-airport-road,"1/2, Anjaneya Complex, Old Airport Road, Bangalore",9.18049E+11,12.9601355,77.64485847
Kwality Cakes N Bakes,Bakery,500," HSR, Bangalore",3.7,79,4.2,1018,https://www.zomato.com/bangalore/kwality-cakes-n-bakes-hsr,"Shop 355/1, 14th B Cross, Sector 6, HSR, Bangalore",9.19206E+11,12.91447756,77.63289079
Hotel Kakathiya,"Andhra, North Indian, Chinese, Biryani",350," Nagawara, Bangalore",3.7,100,4.1,2031,https://www.zomato.com/bangalore/hotel-kakathiya-nagawara-bangalore,"Near Manyata Tech Park, Nagawara, Bangalore",9.1799E+11,13.04124511,77.62192961
89 Express Dhaba,Rajasthani,150," BTM, Bangalore",3.7,77,3.4,781,https://www.zomato.com/bangalore/89-express-dhaba-btm-bangalore,"2, 100 Feet Ring Road, 1st Stage, BTM, Bangalore",9.18042E+11,12.916688,77.606279
Taste Of India,"North Indian, Chinese, Rolls",400," Yelahanka, Bangalore",3.7,77,4,2064,https://www.zomato.com/bangalore/taste-of-india-yelahanka,"315, 1st Main Road, Sector A, KHB Colony, 4th Phase, Yelahanka, Bangalore",9.19009E+11,13.1052823,77.5768108
Paranthe Sardar De,"North Indian, Street Food",200," Bellandur, Bangalore",3.7,35,3.7,1427,https://www.zomato.com/bangalore/paranthe-sardar-de-bellandur-bangalore,"457/32, Outer Ring Road, Opposite Bangalore Central Mall, Bellandur, Bangalore",9.18096E+11,12.92457663,77.67429907
The Sanctuary,"Sandwich, Fast Food, Beverages",450," Banaswadi, Bangalore",3.7,65,,0,https://www.zomato.com/bangalore/the-sanctuary-banaswadi-bangalore,"4/1, Banaswadi Main Road, Opposite ITC, Cooke Town, Banaswadi, Bangalore",9.18041E+11,12.9990143,77.62438282
Annapurna Bengali Restaurant,"Bengali, North Indian, Chinese, Rolls, Biryani",450," Whitefield, Bangalore",3.7,76,,16,https://www.zomato.com/bangalore/annapurna-bengali-restaurant-whitefield,"98, 1st Main Road, 3rd Cross, Pattandur Agrahara, Whitefield, Bangalore",9.17406E+11,12.98427811,77.73368418
Hot Attack,"North Indian, Chinese, Biryani",400," Electronic City, Bangalore",3.7,99,4.1,1315,https://www.zomato.com/bangalore/hot-attack-electronic-city,"Opposite Velankanni Gate, Phase 1, Electronic City, Bangalore",9.19917E+11,12.85064468,77.65750241
Goodluck Resto Cafe,"Cafe, Fast Food, Beverages",500," Bannerghatta Road, Bangalore",3.7,63,3.8,413,https://www.zomato.com/bangalore/goodluck-resto-cafe-bannerghatta-road-bangalore,"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore",9.1799E+11,12.87618632,77.6146226
4th Tea Block,"Tea, Beverages, Street Food",200," Jayanagar, Bangalore",3.7,70,3.9,74,https://www.zomato.com/bangalore/4th-tea-block-jayanagar,"524, 10th Main, 4th Block, Jayanagar, Bangalore",9.19844E+11,12.92661117,77.58488595
Mira's Dial-A-Cake,"Bakery, Desserts",300," Kanakapura Road, Bangalore",3.7,67,,25,https://www.zomato.com/mirasdialacake,"8&9, 80 Feet Road, 6th stage, Kanakapura Road, Bangalore",9.1998E+11,12.88005646,77.5441033
Multi Cakes,"Bakery, Fast Food",400," JP Nagar, Bangalore",3.7,80,3.9,28,https://www.zomato.com/bangalore/multi-cakes-jp-nagar,"49, 7th Phase, Vishveshwarya Road, JP Nagar, Bangalore",9.19987E+11,12.89244373,77.58177895
Cake Mile- The Pastry Stop,"Desserts, Bakery",300," Yelahanka, Bangalore",3.7,46,4.2,341,https://www.zomato.com/bangalore/cake-mile-the-pastry-stop-yelahanka-bangalore,"2,1st Main Road, A Sector, Below Corpration Bank, Yelahanka, Bangalore",9.19513E+11,13.09411181,77.58276735
Vasanth Vihar - Since 1965,"South Indian, Beverages, Chinese",300," Banashankari, Bangalore",3.7,43,3.8,1738,https://www.zomato.com/bangalore/vasanth-vihar-since-1965-banashankari-bangalore,"111, 80 Feet Road, Seetha Circle, 1st Stage, Banashankari, Bangalore",9.19036E+11,12.93745511,77.54925381
Eat 'N' Pack,"North Indian, Fast Food, Chinese, South Indian",450," Bannerghatta Road, Bangalore",3.7,15,3.8,1231,https://www.zomato.com/bangalore/eat-n-pack-bannerghatta-road-bangalore,"52, 2nd Block 4th Stage, Bannerghatta Road, Bangalore",9.19632E+11,12.88796064,77.61055302
Hello Cafe,"Fast Food, Burger, Biryani, Rolls",300," Electronic City, Bangalore",3.7,53,3.5,1475,https://www.zomato.com/bangalore/hello-cafe-electronic-city-bangalore,"70/71, Pushpa Nilaya, Narayana Reddy Layout, Phase 2, Electronic City, Bangalore",9.17592E+11,12.84881153,77.67204836
Zaikedar Kitchen,"Bengali, North Indian, Chinese",300," HSR, Bangalore",3.7,43,3.4,354,https://www.zomato.com/bangalore/zaikedar-kitchen-hsr,"Plot 91, Kudlu Village, Near Tropical Paradise Layout, HSR, Bangalore",9.17899E+11,12.8943,77.6592
Bisi Bisi Thindi,"South Indian, Street Food",150," Nagarbhavi, Bangalore",3.7,45,3.4,267,https://www.zomato.com/bangalore/bisi-bisi-thindi-nagarbhavi-bangalore,"582J, 7th Main Road, Vinayaka Layout, 2 Stage, Nagarbhavi, Bangalore",9.19946E+11,12.96171493,77.51085263
Curries And Pickles,"Andhra, North Indian, Biryani, Chinese",400," KR Puram, Bangalore",3.7,72,3.4,479,https://www.zomato.com/bangalore/curries-and-pickles-kr-puram,"1, Bhattarahalli, Opposite Indian Oil Petrol Bunk, KR Puram, Bangalore",9.19732E+11,13.01923883,77.7084865
Desi Adda,"North Indian, Fast Food",300," Rajarajeshwari Nagar, Bangalore",3.7,18,3.6,960,https://www.zomato.com/bangalore/desi-adda-rajarajeshwari-nagar-bangalore,"220, 3rd Main Road, 7th Stage, BEML Layout, Global Village Back Gate, Maylasandra, Rajarajeshwari Nagar, Bangalore",9.19621E+11,12.91701217,77.50007048
The Sip Shop,"Fast Food, Ice Cream, Desserts, Beverages",400," Basavanagudi, Bangalore",3.7,42,4.5,834,https://www.zomato.com/bangalore/the-sip-shop-basavanagudi-bangalore,"203, 4th Main, 4th Cross, Chamrajpet, Basavanagudi, Bangalore",9.17259E+11,12.95790683,77.56570715
Mangala Hotel,"Kerala, Chinese, North Indian, South Indian",300," Sarjapur Road, Bangalore",3.7,50,3.9,1185,https://www.zomato.com/bangalore/mangala-hotel-sarjapur-road,"10, HDFC Bank Street, Bellandur Gate, Sarjapur Road, Bangalore",9.18151E+11,12.9193912,77.67096911
Kulfi & More,Ice Cream,100," BTM, Bangalore",3.7,48,4.2,192,https://www.zomato.com/bangalore/kulfi-more-btm-bangalore,"427, Ground Floor, 7th Main, 7th Cross, BTM, Bangalore",9.18095E+11,12.91353606,77.60627758
Coffee Club,"Juices, Beverages, Fast Food",250," Nagarbhavi, Bangalore",3.7,56,3.7,2678,https://www.zomato.com/bangalore/coffee-club-nagarbhavi-bangalore,"529, 1st A Cross, 3rd Block, Opposite B.D.A Complex, Nagarbhavi, Bangalore",9.1805E+11,12.98058437,77.51227822
New Udupi Upahar,"South Indian, North Indian, Chinese",400," Kalyan Nagar, Bangalore",3.7,92,3.4,96,https://www.zomato.com/bangalore/new-udupi-upahar-kalyan-nagar-bangalore,"523, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",9.19536E+11,13.0215,77.64139
Singh Punjabi Restaurant,"North Indian, Chinese, Fast Food",200," BTM, Bangalore",3.7,29,4,306,https://www.zomato.com/bangalore/singh-punjabi-restaurant-btm-bangalore,"4, 10th Main, 1st Cross, Maruthi Nagar Main Road, 1st Stage, Near Gas Station, BTM, Bangalore",9.1902E+11,12.924237,77.614479
Bellur Donne Biriyani,"Biryani, Kebab",200," Kanakapura Road, Bangalore",3.7,12,3.8,446,https://www.zomato.com/bangalore/bellur-donne-biriyani-kanakapura-road-bangalore,"29, 3rd Cross, V V Nagar, Vasanthapura, Kanakapura Road, Bangalore",9.18867E+11,12.89378599,77.55433358
Kalpavruksha Naati Mane,South Indian,250," CV Raman Nagar, Bangalore",3.7,44,,0,https://www.zomato.com/bangalore/kalpavruksha-naati-mane-cv-raman-nagar,"1, Doddanarapa Building, Opposite New Tandori Point, CV Raman Nagar, Bangalore",9.1806E+11,12.9851442,77.66760997
Tito's Pizza,"Pizza, Fast Food, Beverages",600," Rajarajeshwari Nagar, Bangalore",3.7,14,3.5,298,https://www.zomato.com/bangalore/titos-pizza-rajarajeshwari-nagar-bangalore,"287/B, First Floor, 12 Cross Road, Rajarajeshwari Nagar, Bangalore",9.19965E+11,12.92529686,77.51724299
Milk N Shakes,"Beverages, Ice Cream, Desserts",300," Koramangala 8th Block, Bangalore",3.7,48,3.8,190,https://www.zomato.com/bangalore/milk-n-shakes-koramangala-8th-block-bangalore,"639, Near JP Dental Clinic, Koramangala 8th Block, Bangalore",9.16362E+11,12.94149716,77.61625975
Taste Buds,"North Indian, Street Food, Chinese, Beverages",400," Jalahalli, Bangalore",3.7,16,3.7,1028,https://www.zomato.com/bangalore/taste-buds-jalahalli-bangalore,"44/2, Ms Ramaiah Enclave, Main Road, Hesarghatta Main Road, Jalahalli, Bangalore",9.19342E+11,13.04790824,77.50643872
Apoorva Halli Mane,"South Indian, Mughlai, Andhra, Chinese, Seafood",350," JP Nagar, Bangalore",3.7,56,,5,https://www.zomato.com/bangalore/apoorva-halli-mane-jp-nagar,"8th Phase, Near Byrappa Circle, JP Nagar, Bangalore",9.18089E+11,12.86592186,77.57990006
Granmas Kitchen,"North Indian, Chinese, Kebab, Mughlai, Rolls, Seafood, Beverages",400," CV Raman Nagar, Bangalore",3.7,45,3.4,615,https://www.zomato.com/bangalore/granmas-kitchen-cv-raman-nagar-bangalore,"265, Nagavarapalya Main Road, Nagavarapalya, CV Raman Nagar, Bangalore",9.17035E+11,12.99227961,77.66405303
Kor Cafe,"Kerala, North Indian",250," Koramangala 1st Block, Bangalore",3.7,42,3.8,32,https://www.zomato.com/bangalore/kor-cafe-koramangala-1st-block,"1014, Ground Floor, 7th Main, Koramangala 1st Block, Bangalore",9.19061E+11,12.93007403,77.63321131
Hotel Annalakshmi,"South Indian, Chinese",300," Yelahanka, Bangalore",3.7,36,3.9,57,https://www.zomato.com/bangalore/hotel-annalakshmi-yelahanka,"Near CRPF Nagerahalli, Doddabellapur Road, Yelahanka, Bangalore",9.18051E+11,13.12833474,77.57248778
My Little China,"Chinese, Seafood, Desserts",500," Hennur, Bangalore",3.7,38,3.9,170,https://www.zomato.com/bangalore/my-little-china-hennur-bangalore,"Geddalahalli Hebbala, BBMP North, Hennur, Bangalore",9.18892E+11,13.05463684,77.64530607
Hotel Amrapali,"Andhra, Chinese, North Indian",350," Yelahanka, Bangalore",3.7,18,3.9,263,https://www.zomato.com/bangalore/hotel-amrapali-yelahanka,"1618, Kogilu Main Road, Maruthinagar, Yelahanka, Bangalore",9.19009E+11,13.10423851,77.60347769
Desi Inn,"North Indian, Chinese",300," Shanti Nagar, Bangalore",3.7,25,3.6,743,https://www.zomato.com/bangalore/desi-inn-shanti-nagar-bangalore,"46/A, 1st Floor Front Building Lalbagh Road, Shanti Nagar, Bangalore",9.19986E+11,12.96016556,77.5877006
Parathas & More,"North Indian, Chinese, Street Food, Juices",150," Bommanahalli, Bangalore",3.7,14,3.9,87,https://www.zomato.com/bangalore/parathas-more-bommanahalli-bangalore,"76, 6th Main, 7th Cross, Total Gas Agency, Garvebhavi Palya, Near Amba Bajaj Godown, Bommanahalli, Bangalore",9.17411E+11,12.89551977,77.63442233
Namana Restaurant,"North Indian, Chinese, Mangalorean, Seafood, Mughlai",350," Basaveshwara Nagar, Bangalore",3.7,38,,15,https://www.zomato.com/bangalore/namana-restaurant-basaveshwara-nagar,"37E, 80 Feet Road, Basaveshwara Nagar, Bangalore",9.18023E+11,12.98660391,77.53718656
Chaat Adda,"Street Food, Beverages, Fast Food",200," Jayanagar, Bangalore",3.7,23,,0,https://www.zomato.com/bangalore/chaat-adda-jayanagar,"Shop 732, 4 B Block, 16 Main Road, Jayanagar, Bangalore",9.199E+11,12.92203589,77.58806303
Mini Wok,"Chinese, Seafood",400," Thippasandra, Bangalore",3.7,34,3.2,157,https://www.zomato.com/bangalore/mini-wok-thippasandra-bangalore,"Shop 274/E, Ground Floor, 5th A Main Road, 5th Cross Road, HAL 3rd Stage, Thippasandra, Bangalore",9.19108E+11,12.97095478,77.65044317
Karnataka Hindu Military Hotel,South Indian,400," Kengeri, Bangalore",3.7,13,3.9,75,https://www.zomato.com/bangalore/karnataka-hindu-military-hotel-kengeri,"133, B M Road, Kengeri, Bangalore",9.18661E+11,12.91071089,77.48457335
Carnival Cakes & Breads,"Bakery, Street Food",300," Sarjapur Road, Bangalore",3.7,29,,1,https://www.zomato.com/bangalore/carnival-cakes-breads-sarjapur-road-bangalore,"162/1, Green Glen Layout, Bellandur Village, Varthur, Hobli, Sarjapur Road, Bangalore",9.18026E+11,12.92745132,77.66941208
Gowdru Mane,"Andhra, North Indian, Chinese",300," New BEL Road, Bangalore",3.7,37,,0,https://www.zomato.com/bangalore/gowdru-mane-new-bel-road,"68/1, Shop 1 - 2, AR Building, Thindlu Road, Vidyaranyapura Post, New BEL Road, Bangalore",9.19741E+11,13.06943449,77.56298438
Dine In,"Kerala, South Indian, North Indian, Chinese",400," Brigade Road, Bangalore",3.7,21,3.9,26,https://www.zomato.com/bangalore/dine-in-brigade-road,"1/1, 5th Cross, Markham Road, Near Garuda Mall, Brigade Road, Bangalore",9.18198E+11,12.96901438,77.60950159
Peachy's Cafe,"Cafe, Pasta",450," Sarjapur Road, Bangalore",3.7,19,3.4,126,https://www.zomato.com/bangalore/peachys-cafe-sarjapur-road-bangalore,"Site 71, Chambenahalli Village,Sarjapur Road,Anekal Tq,Chambenahalli Village,Anekal Bangalore",9.16365E+11,12.881444,77.758625
Mallu In Me By Big Pitcher,Kerala,400," Old Airport Road, Bangalore",3.7,11,3.7,125,https://www.zomato.com/bangalore/mallu-in-me-by-big-pitcher-airport-road-bangalore,"4121/P, 2nd Stage, LR Arcade Hall, Old Airport Road, Bangalore",9.19008E+11,12.96014595,77.64722317
Mayura Vybhava,"South Indian, North Indian, Chinese, Street Food",250," Whitefield, Bangalore",3.7,34,,0,https://www.zomato.com/bangalore/mayura-vybhava-whitefield-bangalore,"102/A, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",9.17892E+11,12.976934,77.725144
Chole Kullche,North Indian,400," BTM, Bangalore",3.7,19,4,113,https://www.zomato.com/bangalore/chole-kullche-btm-bangalore,"12th A Main, NS Palya, Lake Road, 2nd Stage, BTM, Bangalore",9.18041E+11,12.906022,77.607403
Sri Sagar Veg,"South Indian, Chinese",200," Banaswadi, Bangalore",3.7,17,,0,https://www.zomato.com/bangalore/sri-sagar-veg-banaswadi-bangalore,"Gandhi Circle, Voramavu, Banaswadi, Bangalore",9.18198E+11,13.02655161,77.66073111
Roti Land,"Chinese, North Indian, South Indian",400," Kengeri, Bangalore",3.7,24,,0,https://www.zomato.com/bangalore/roti-land-kengeri,"Near Indian Oil Petrol Bunk, 80 Feet Ring Road, Kengeri Uppa Nagara, Nagdevanahalli, Near Kengeri, Bangalore",9.19964E+11,12.93356624,77.49152798
Hangout Cafe,"Cafe, Beverages, Mughlai, Fast Food",300," HBR Layout, Bangalore",3.7,20,,11,https://www.zomato.com/bangalore/hangout-cafe-hbr-layout-bangalore,"1215, 44th Cross, 19th Main, APJ Abdul Kalam Road, 5th Block, HBR Layout, Bangalore",9.19149E+11,13.03946759,77.62947869
Kuteera Cafe,"Cafe, Fast Food, Beverages",400," KR Puram, Bangalore",3.7,17,,0,https://www.zomato.com/bangalore/kuteera-cafe-kr-puram-bangalore,"Katamnallur, Virgo Nagar Post, Near Keerthi Indian Oil Petrol Bunk, KR Puram, Bangalore",9.19591E+11,13.0487856,77.761025
Hotel Fish Land,"Mangalorean, Chinese",400," Hebbal, Bangalore",3.7,9,,0,https://www.zomato.com/bangalore/hotel-fish-land-hebbal-bangalore,"11th Cross Road, Lakshmayya Layout, Vishveshvaraiah Nagar, Hebbal, Bangalore",9.19946E+11,13.02732217,77.58597493
E2P Pizza & Burger,"Italian, Fast Food, Pizza, Sandwich, Burger, Desserts, Beverages",500," Vijay Nagar, Bangalore",3.7,9,3.5,78,https://www.zomato.com/bangalore/e2p-pizza-burger-vijay-nagar-bangalore,"204, First Floor, 9th B Main, RPC Layout, Vijay Nagar, Bangalore",9.19514E+11,12.96678938,77.5436547
New Select Hotel,"South Indian, Kebab",300," Richmond Road, Bangalore",3.7,21,,0,https://www.zomato.com/bangalore/new-select-hotel-richmond-road-bangalore,"Near Jhonson Market, Richmond Road, Bangalore",9.19633E+11,12.9643314,77.60632552
Doctor Juice,"Beverages, Healthy Food, Salad",400," Indiranagar, Bangalore",3.7,10,3.7,96,https://www.zomato.com/bangalore/doctor-juice-indiranagar-bangalore,"3194, 7th Main Road, Near ESI Hospital, Hal 2nd Stage, Indiranagar, Bangalore",9.18095E+11,12.971523,77.634606
Amadora Gourmet Ice Cream & Sorbet,"Desserts, Ice Cream",500," Forum Shantiniketan Mall, Whitefield, Bangalore",3.7,17,,0,https://www.zomato.com/bangalore/amadora-gourmet-ice-cream-sorbet-whitefield-bangalore,"10, Lower Ground Floor, Forum Shantiniketan Mall, Whitefield Main Road, Hoodi, Whitefield, Bangalore",9.18025E+11,12.9892,77.7279
BBQ Ride 46,BBQ,200," BTM, Bangalore",3.7,8,,7,https://www.zomato.com/bangalore/bbq-ride-46-btm-bangalore,"7th Cross, Near ICICI Bank, 15th Main, 2nd Stage, BTM, Bangalore",9.18887E+11,12.91302691,77.6100501
Namaste Cafe,"South Indian, Chinese",200," Basaveshwara Nagar, Bangalore",3.7,5,3.8,56,https://www.zomato.com/bangalore/namaste-cafe-basaveshwara-nagar-bangalore,"15th Main, 1st B Cross Road, 3rd Stage, Near Water Tank, Basaveshwar Nagar, Bangalore",9.19743E+11,12.99547759,77.53906846
The Krishna Grand,"North Indian, South Indian",400," New BEL Road, Bangalore",3.7,28,,0,https://www.zomato.com/bangalore/the-krishna-grand-new-bel-road-bangalore,"961/1, BEL Layout, Vidyaranyapura Main Road, Next to Canara Bank, NEW BEL Road, Bengaluru",9.19886E+11,13.07237575,77.55662285
Pizza 99,Pizza,300," Kanakapura Road, Bangalore",3.7,21,,0,https://www.zomato.com/bangalore/pizza-99-kanakapura-road-bangalore,"17, Balaji Complex, Mantri Tranguil Main Road, Gubbalala, Kanakapura Road, Bangalore",9.17204E+11,12.88587873,77.54537601
Lassi Bistro,"Beverages, Ice Cream, Fast Food",200," Rajajinagar, Bangalore",3.7,9,,0,https://www.zomato.com/bangalore/lassi-bistro-rajajinagar-bangalore,"48, 23rd Main Road, Near Navarang Rajaji Nagar 2nd Block, Rajajinagar, Bangalore",9.19845E+11,12.99683008,77.55131878
Hangout Cafe,"Fast Food, Italian, Beverages",400," Kalyan Nagar, Bangalore",3.7,8,,16,https://www.zomato.com/bangalore/hangout-cafe-kalyan-nagar-bangalore,"3rd Cross, 2nd Block, Sarvagna Nagar, B.B.M.P East, Kalyan Nagar, Bangalore",9.17893E+11,13.01972723,77.64191279
